lat_lon_tuple|agg_road_bumpiness|total_road_readings|seg_dist
((41.892936999999996, -87.63409399999999), (41.893028, -87.634102))|0.120783543386|1|10.1291203699
((41.937022999999996, -87.697754), (41.937077, -87.697762))|0.172342851757|1|6.03439275459
((41.938815999999996, -87.713043), (41.938815999999996, -87.712891))|0.424751599713|1|12.6057191108
((41.889175, -87.63265200000001), (41.889179, -87.632637))|0.649901557465|1|1.32184826137
((41.902454, -87.66507), (41.902489, -87.665123))|0.205805126604|1|5.86973877484
((41.901283, -87.632927), (41.901344, -87.632927))|0.146383154755|1|6.77525819174
((41.927662, -87.653687), (41.927719, -87.653687))|0.180242838444|1|6.33100847601
((41.895615, -87.634178), (41.89566, -87.634186))|0.224738763528|1|5.04203706377
((41.899078, -87.629837), (41.899113, -87.629837))|0.327257507966|1|3.88744170098
((41.903114, -87.632545), (41.903118, -87.63247700000001))|0.183692743125|1|5.66000843441
((41.899113, -87.629837), (41.8992, -87.629837))|0.125252541501|1|9.66306947593
((41.886887, -87.669373), (41.886887, -87.669312))|0.190277445994|1|5.06297606409
((41.916199, -87.667519), (41.916218, -87.66744200000001))|0.212061210586|1|6.7276030032
((41.889965000000004, -87.657349), (41.889977, -87.657349))|0.673067074382|1|1.33283500479
((41.88958, -87.62957800000001), (41.889614, -87.62957800000001))|0.343718002281|1|3.77636559999
((41.952068, -87.698189), (41.952121999999996, -87.698189))|0.17191469622|1|5.99782337188
((41.912693, -87.64834599999999), (41.912739, -87.64834599999999))|0.1990800058|1|5.10922139111
((41.904343, -87.634499), (41.904385, -87.634506))|0.252977722199|1|4.70095592813
((41.889214, -87.630386), (41.889214, -87.630318))|0.196536385995|1|5.64376851159
((41.884365, -87.654953), (41.884365, -87.6549))|0.246158797342|1|4.39915220204
((41.900566, -87.631088), (41.900566, -87.63101999999999))|0.205902880097|1|5.64276925256
((41.884232, -87.657021), (41.884235, -87.65696))|0.259023365116|1|5.07413793953
((41.901733, -87.628349), (41.901783, -87.628349))|0.278242562027|1|5.5534907572
((41.911373, -87.634727), (41.911415000000005, -87.634727))|0.186480366158|1|4.66494018032
((41.896435, -87.64576), (41.896435, -87.645744))|0.466569658861|1|1.3277959787
((41.902637, -87.648033), (41.902721, -87.648041))|0.148359579397|1|9.35345252257
((41.935627000000004, -87.712395), (41.935669, -87.712395))|0.270981798103|1|4.66496017341
((41.901703000000005, -87.628349), (41.901745, -87.628349))|0.174133604289|1|4.66493220751
((41.916332000000004, -87.686607), (41.916359, -87.686653))|0.234679094494|1|4.85355030481
((41.896336, -87.626839), (41.896384999999995, -87.626839))|0.2464386175|1|5.44241575174
((41.944942, -87.697975), (41.944996, -87.697975))|0.188170829689|1|5.99781581845
((41.889355, -87.65731), (41.889416, -87.657333))|0.252110798204|1|7.03902639802
((41.896381, -87.649048), (41.896384999999995, -87.648987))|0.187809475376|1|5.08168461558
((41.914417, -87.634811), (41.914471, -87.634811))|0.189072441342|1|5.9977834627
((41.903442, -87.666618), (41.903477, -87.666664))|0.214834217448|1|5.44808938707
((41.899902000000004, -87.634331), (41.899963, -87.634331))|0.170313984091|1|6.77525653875
((41.897059999999996, -87.63421600000001), (41.897121000000006, -87.634224))|0.161556850431|1|6.80770200536
((41.885777000000004, -87.623398), (41.885777000000004, -87.623337))|0.204117021395|1|5.063063699
((41.897923, -87.629807), (41.897984, -87.629807))|0.161028418246|1|6.77525416933
((41.900032, -87.634338), (41.900096999999995, -87.634338))|0.138113199687|1|7.21953582399
((41.891253999999996, -87.63404799999999), (41.891342, -87.63404799999999))|0.116000027494|1|9.7741256678
((41.93124, -87.652596), (41.931297, -87.652596))|0.157927469774|1|6.33101247746
((41.888096000000004, -87.633987), (41.888103, -87.633987))|0.294207948373|39|0.777486828561
((41.886573999999996, -87.66349), (41.886573999999996, -87.663399))|0.156736401601|1|7.55300115854
((41.795193, -87.587906), (41.7952, -87.58800500000001))|0.158048706066|1|8.26534676372
((41.890705, -87.62960799999999), (41.890759, -87.629616))|0.169976211022|1|6.03439673677
((41.884289, -87.620979), (41.884289, -87.620926))|0.243159817766|1|4.39915741515
((41.910469, -87.64827), (41.910488, -87.64827))|0.395363201398|1|2.11032974005
((41.873539, -87.625969), (41.873591999999995, -87.625969))|0.191495376856|1|5.88667087827
((41.886768, -87.650047), (41.886768, -87.649986))|0.237702664057|1|5.06298546045
((41.937199, -87.712448), (41.937236999999996, -87.712448))|0.263834057286|1|4.22067942248
((41.919144, -87.691216), (41.919174, -87.691261))|0.204094453652|1|5.0038958127
((41.88903, -87.648491), (41.889034, -87.64840699999999))|0.206639930971|1|6.98587545053
((41.894455, -87.647697), (41.89452, -87.647697))|0.147313637802|1|7.21952870995
((41.896397, -87.648186), (41.896397, -87.648155))|0.331381725776|1|2.57260623272
((41.961273, -87.695274), (41.961273, -87.695206))|0.196843766879|1|5.63742173691
((41.916649, -87.636475), (41.916686999999996, -87.636528))|0.145878184765|1|6.09483790904
((41.896496, -87.641243), (41.8965, -87.64116700000001))|0.17117610376|1|6.32265326022
((41.938808, -87.713554), (41.938808, -87.713516))|0.489244719117|1|3.15143017185
((41.891415, -87.634056), (41.891582, -87.634056))|0.130606196855|1|18.5486255028
((41.795196999999995, -87.586998), (41.7952, -87.586922))|0.163798452299|1|6.32576270368
((41.885624, -87.649796), (41.885624, -87.649773))|0.40137458434|1|1.9090285724
((41.896538, -87.63909100000001), (41.896538, -87.638992))|0.149757490567|1|8.21572441724
((41.886738, -87.679482), (41.886738, -87.679222))|0.103120366464|1|21.5799481225
((41.918597999999996, -87.63768), (41.918633, -87.637688))|0.257211371349|1|3.94369912327
((41.884365, -87.6549), (41.884369, -87.654831))|0.223564837291|1|5.74440418462
((41.897705, -87.628242), (41.897751, -87.628242))|0.194614828498|1|5.1092078581
((41.896301, -87.653313), (41.896301, -87.65325899999999))|0.192971112716|1|4.48132079513
((41.907631, -87.648201), (41.907688, -87.648201))|0.191473651868|1|6.33098606481
((41.905440999999996, -87.669731), (41.905476, -87.669785))|0.195245618132|1|5.93200939955
((41.904625, -87.668472), (41.904659, -87.668526))|0.157855383134|1|5.85986544912
((41.898952, -87.64788100000001), (41.899025, -87.64788100000001))|0.126772727626|1|8.1080925384
((41.891968, -87.626717), (41.892025, -87.626717))|0.148308855346|1|6.33096854375
((41.884979, -87.647446), (41.885040000000004, -87.647446))|0.170911817511|1|6.7752386729
((41.920628, -87.69364200000001), (41.920738, -87.693665))|0.205316258212|1|12.3658036521
((41.896824, -87.634209), (41.896839, -87.634209))|0.429583081634|1|1.66604577704
((41.922527, -87.653511), (41.922588, -87.653511))|0.162304667571|1|6.77528362469
((41.903206, -87.648064), (41.903263, -87.648064))|0.204330409062|1|6.33098111542
((41.892513, -87.626747), (41.892559000000006, -87.626755))|0.212531144523|1|5.15216179763
((41.90033, -87.629875), (41.90041, -87.629875))|0.122867910539|1|8.88558303306
((41.894077, -87.629715), (41.89415, -87.629723))|0.161518052314|1|8.13522241871
((41.969681, -87.67920699999999), (41.969734, -87.67920699999999))|0.180307119071|1|5.88677089238
((41.900162, -87.634338), (41.900223, -87.634346))|0.161193586045|1|6.80770256677
((41.906376, -87.671204), (41.906406, -87.671249))|0.183071041573|1|5.00444589997
((41.876166999999995, -87.626221), (41.876296999999994, -87.62603))|0.198791517645|1|21.4449009896
((41.888981, -87.647568), (41.889053000000004, -87.647568))|0.222271726127|1|7.99700868852
((41.91132, -87.634727), (41.911373, -87.634727))|0.182235768412|1|5.88671017577
((41.886692, -87.682259), (41.886696, -87.682182))|0.17614849952|1|6.40641270046
((41.898926, -87.629829), (41.898967999999996, -87.629829))|0.214506906245|1|4.66492991782
((41.925488, -87.648827), (41.925488, -87.648827))|0.562342376698|1|0.0
((41.934219, -87.64907099999999), (41.934284000000005, -87.64907099999999))|0.218245494907|1|7.21957944011
